DATE,TS_10y3m,TS_10y2y,TS_5y3m,TS_5y2y,TS_2y3m,TS_30y10y,TS_30y5y,Invert_10y3m,Invert_10y2y,Invert_5y3m,CreditSpread,CreditSpread_D12,Unemp_D12,Unemp_MA3,Sahm,INDPRO_Growth_12m,FEDFUNDS_D12,Interact_Invert_Credit,Interact_Invert_Unemp,Recession_12m
1985-01-31,2.84,1.2699999999999996,2.4399999999999995,0.8699999999999992,1.5700000000000003,0.040000000000000924,0.4400000000000013,0,0,0,1.1799999999999997,-0.27000000000000135,-0.7000000000000002,7.266666666666668,0,2.8640527610509947,-1.2100000000000009,0.0,-0.0,0
1985-02-28,3.0999999999999996,1.25,2.74,0.8900000000000006,1.8499999999999996,-0.009999999999999787,0.34999999999999964,0,0,0,1.0999999999999996,-0.41000000000000014,-0.5999999999999996,7.266666666666667,0,2.7014794755167326,-1.0899999999999999,0.0,-0.0,0
1985-03-31,3.1799999999999997,1.2200000000000006,2.8199999999999985,0.8599999999999994,1.959999999999999,-0.009999999999999787,0.3500000000000014,0,0,0,1.129999999999999,-0.2900000000000009,-0.5999999999999996,7.233333333333334,0,2.363427708456367,-1.33,0.0,-0.0,0
1985-04-30,3.290000000000001,1.5,2.790000000000001,1.0,1.790000000000001,0.07000000000000028,0.5700000000000003,0,0,0,1.2799999999999994,-0.22000000000000064,-0.40000000000000036,7.233333333333334,0,1.5298207281976284,-2.0199999999999996,0.0,-0.0,0
1985-05-31,2.8999999999999995,1.3599999999999994,2.3,0.7599999999999998,1.54,0.3000000000000007,0.9000000000000004,0,0,0,1.4299999999999997,-0.030000000000001137,-0.20000000000000018,7.233333333333334,0,1.1628078890564497,-2.3500000000000005,0.0,-0.0,0
1985-06-30,3.2,1.58,2.6000000000000005,0.9800000000000004,1.62,0.22000000000000064,0.8200000000000003,0,0,0,1.4600000000000009,-0.03999999999999915,0.20000000000000018,7.300000000000001,0,0.7429912995442711,-3.5300000000000002,0.0,0.0,0
1985-07-31,3.0500000000000007,1.5600000000000005,2.460000000000001,0.9700000000000006,1.4900000000000002,0.129999999999999,0.7199999999999989,0,0,0,1.459999999999999,-0.2500000000000018,-0.09999999999999964,7.333333333333333,0,-0.040764836472406696,-3.3500000000000005,0.0,-0.0,0
1985-08-31,2.8999999999999995,1.3199999999999985,2.3600000000000003,0.7799999999999994,1.580000000000001,0.20000000000000107,0.7400000000000002,0,0,0,1.4499999999999993,-0.3100000000000023,-0.40000000000000036,7.300000000000001,0,0.16176392371052284,-3.74,0.0,-0.0,0
1985-09-30,3.040000000000001,1.4299999999999997,2.460000000000001,0.8499999999999996,1.6100000000000012,0.2599999999999998,0.8399999999999999,0,0,0,1.4100000000000001,-0.27999999999999936,-0.20000000000000018,7.2,0,0.818656013654695,-3.380000000000001,0.0,-0.0,0
1985-10-31,2.59,1.3100000000000005,2.0500000000000007,0.7700000000000014,1.2799999999999994,0.2699999999999996,0.8099999999999987,0,0,0,1.3399999999999999,0.030000000000001137,-0.3000000000000007,7.1,0,0.5067399728413857,-2.0,0.0,-0.0,0
1985-11-30,2.2,1.129999999999999,1.6800000000000006,0.6099999999999994,1.0700000000000012,0.2699999999999996,0.7899999999999991,0,0,0,1.4399999999999995,0.24999999999999822,-0.20000000000000018,7.066666666666667,0,0.5195400612518108,-1.379999999999999,0.0,-0.0,0
1985-12-31,1.7199999999999998,1.0199999999999996,1.21,0.5099999999999998,0.7000000000000002,0.2699999999999996,0.7799999999999994,0,0,0,1.42,0.15000000000000036,-0.2999999999999998,7.033333333333334,0,1.465844019679019,-0.11000000000000121,0.0,-0.0,0
1986-01-31,1.8899999999999997,1.0899999999999999,1.339999999999999,0.5399999999999991,0.7999999999999998,0.2599999999999998,0.8100000000000005,0,0,0,1.3899999999999988,0.20999999999999908,-0.5999999999999996,6.900000000000001,0,2.0509105580721387,-0.20999999999999908,0.0,-0.0,0
1986-02-28,0.8900000000000006,0.4200000000000008,0.6699999999999999,0.20000000000000018,0.46999999999999975,0.1399999999999988,0.35999999999999943,0,0,0,1.4399999999999995,0.33999999999999986,0.0,6.966666666666668,0,1.0538134221781625,-0.6399999999999997,0.0,0.0,0
1986-03-31,0.8599999999999994,0.46999999999999975,0.6600000000000001,0.27000000000000046,0.3899999999999997,0.05000000000000071,0.25,0,0,0,1.5,0.370000000000001,0.0,7.033333333333334,0,0.19263319535562928,-1.0999999999999996,0.0,0.0,0
1986-04-30,1.0999999999999996,0.5499999999999998,0.8899999999999997,0.33999999999999986,0.5499999999999998,0.08999999999999986,0.2999999999999998,0,0,0,1.4000000000000004,0.120000000000001,-0.20000000000000018,7.166666666666668,0,0.5275707407766506,-1.2799999999999994,0.0,-0.0,0
1986-05-31,1.5600000000000005,0.6900000000000004,1.33,0.45999999999999996,0.8700000000000001,-0.3100000000000005,-0.08000000000000007,0,0,0,1.1999999999999993,-0.23000000000000043,0.0,7.166666666666667,0,0.5485973591330628,-1.12,0.0,0.0,0
1986-06-30,1.2199999999999998,0.54,1.1000000000000005,0.4200000000000008,0.6799999999999997,-0.10999999999999943,0.009999999999999787,0,0,0,1.209999999999999,-0.2500000000000018,-0.20000000000000018,7.166666666666668,0,0.2101953903236975,-0.6100000000000003,0.0,-0.0,0
1986-07-31,1.38,0.7699999999999996,1.0599999999999996,0.4499999999999993,0.6100000000000003,0.1200000000000001,0.4400000000000004,0,0,0,1.2799999999999994,-0.17999999999999972,-0.40000000000000036,7.133333333333334,0,1.3419305061860953,-1.3200000000000003,0.0,-0.0,0
1986-08-31,1.6400000000000006,1.0099999999999998,1.0900000000000007,0.45999999999999996,0.6300000000000008,0.2599999999999998,0.8099999999999996,0,0,0,1.459999999999999,0.009999999999999787,-0.1999999999999993,7.033333333333334,0,0.8432197260314078,-1.7300000000000004,0.0,-0.0,0
1986-09-30,2.1100000000000003,1.0700000000000003,1.6400000000000006,0.6000000000000005,1.04,0.14999999999999947,0.6199999999999992,0,0,0,1.3099999999999987,-0.10000000000000142,-0.09999999999999964,6.966666666666668,0,0.7461502115308383,-2.0300000000000002,0.0,-0.0,0
1986-10-31,2.0,1.08,1.42,0.5,0.9199999999999999,0.27000000000000046,0.8500000000000005,0,0,0,1.3800000000000008,0.040000000000000924,-0.09999999999999964,6.966666666666668,0,1.5306794964740078,-2.1400000000000006,0.0,-0.0,0
1986-11-30,1.6100000000000003,0.9400000000000004,1.1100000000000003,0.4400000000000004,0.6699999999999999,0.2599999999999998,0.7599999999999998,0,0,0,1.3900000000000006,-0.049999999999998934,-0.09999999999999964,6.966666666666668,0,1.576288533778003,-2.0100000000000007,0.0,-0.0,0
1986-12-31,1.4000000000000004,0.8800000000000008,0.9799999999999995,0.45999999999999996,0.5199999999999996,0.2599999999999998,0.6800000000000006,0,0,0,1.4800000000000004,0.0600000000000005,-0.40000000000000036,6.833333333333333,0,1.5400512688035217,-1.3599999999999994,0.0,-0.0,0
1987-01-31,1.42,0.8499999999999996,0.9500000000000002,0.3799999999999999,0.5700000000000003,0.3000000000000007,0.7700000000000005,0,0,0,1.3600000000000012,-0.029999999999997584,-0.10000000000000053,6.7,0,0.6214361320722617,-1.7100000000000009,0.0,-0.0,0
1987-02-28,1.5900000000000007,0.8400000000000007,1.1100000000000003,0.3600000000000003,0.75,0.29000000000000004,0.7700000000000005,0,0,0,1.2699999999999996,-0.16999999999999993,-0.6000000000000005,6.6,0,2.6670454586579906,-1.7600000000000007,0.0,-0.0,0
1987-03-31,1.7199999999999998,0.9699999999999998,1.2299999999999995,0.47999999999999954,0.75,0.2999999999999998,0.79,0,0,0,1.25,-0.25,-0.6000000000000005,6.6,0,3.5369071744106417,-1.3500000000000005,0.0,-0.0,0
1987-04-30,2.5100000000000007,0.830000000000001,2.12,0.4400000000000004,1.6799999999999997,0.23999999999999844,0.629999999999999,0,0,0,1.1899999999999995,-0.21000000000000085,-0.7999999999999998,6.5,0,4.095749522162562,-0.6200000000000001,0.0,-0.0,0
1987-05-31,2.62,0.7999999999999998,2.2800000000000002,0.45999999999999996,1.8200000000000003,0.16000000000000014,0.5,0,0,0,1.1799999999999997,-0.019999999999999574,-0.9000000000000004,6.3999999999999995,0,4.546701574675827,0.0,0.0,-0.0,0
1987-06-30,2.4700000000000006,0.9000000000000004,2.1099999999999994,0.5399999999999991,1.5700000000000003,0.129999999999999,0.4900000000000002,0,0,0,1.1999999999999993,-0.009999999999999787,-1.0,6.266666666666668,0,5.515996060263384,-0.1899999999999995,0.0,-0.0,0
1987-07-31,2.3900000000000006,1.0300000000000002,1.9400000000000013,0.580000000000001,1.3600000000000003,0.23000000000000043,0.6799999999999997,0,0,0,1.1899999999999995,-0.08999999999999986,-0.9000000000000004,6.2,0,5.574165715010793,0.020000000000000462,0.0,-0.0,0
1987-08-31,2.55,1.0300000000000002,2.0699999999999994,0.5499999999999998,1.5199999999999996,0.16999999999999993,0.6500000000000004,0,0,0,1.1300000000000008,-0.3299999999999983,-0.9000000000000004,6.1000000000000005,0,6.5473574881157015,0.5600000000000005,0.0,-0.0,0
1987-09-30,2.8000000000000007,1.0300000000000011,2.380000000000001,0.6100000000000012,1.7699999999999996,0.15999999999999837,0.5799999999999983,0,0,0,1.1300000000000008,-0.17999999999999794,-1.0999999999999996,6.0,0,6.673040741565672,1.33,0.0,-0.0,0
1987-10-31,3.4300000000000006,1.3000000000000007,2.919999999999999,0.7899999999999991,2.13,0.14999999999999858,0.6600000000000001,0,0,0,1.0999999999999996,-0.28000000000000114,-1.0,5.966666666666668,0,7.648727255679444,1.4400000000000004,0.0,-0.0,0
1987-11-30,3.5700000000000003,1.2599999999999998,3.01,0.6999999999999993,2.3100000000000005,0.10999999999999943,0.6699999999999999,0,0,0,1.2200000000000006,-0.16999999999999993,-1.1000000000000005,5.900000000000001,0,7.757879025725489,0.6500000000000004,0.0,-0.0,0
1987-12-31,2.9699999999999998,1.0600000000000005,2.4699999999999998,0.5600000000000005,1.9099999999999993,0.11999999999999922,0.6199999999999992,0,0,0,1.1799999999999997,-0.3000000000000007,-0.8999999999999995,5.833333333333333,0,7.324250370944951,-0.14000000000000057,0.0,-0.0,0
1988-01-31,2.4399999999999995,1.04,1.9399999999999995,0.54,1.3999999999999995,0.16000000000000014,0.6600000000000001,0,0,0,1.1899999999999995,-0.1700000000000017,-0.8999999999999995,5.733333333333334,0,7.711761333497624,0.40000000000000036,0.0,-0.0,0
1988-02-29,2.3600000000000003,1.0300000000000002,1.8399999999999999,0.5099999999999998,1.33,0.23000000000000043,0.7500000000000009,0,0,0,1.2199999999999989,-0.05000000000000071,-0.8999999999999995,5.7,0,6.829545995315267,0.4800000000000004,0.0,-0.0,0
1988-03-31,2.7,1.1600000000000001,2.169999999999999,0.629999999999999,1.54,0.25,0.7800000000000011,0,0,0,1.1799999999999997,-0.07000000000000028,-0.8999999999999995,5.7,0,6.9201740428348035,0.4500000000000002,0.0,-0.0,0
1988-04-30,2.709999999999999,1.1399999999999988,2.17,0.5999999999999996,1.5700000000000003,0.2400000000000002,0.7799999999999994,0,0,0,1.2300000000000004,0.040000000000000924,-0.8999999999999995,5.600000000000001,0,6.860190609425532,0.5,0.0,-0.0,0
1988-05-31,2.5299999999999994,0.9899999999999984,2.0600000000000005,0.5199999999999996,1.540000000000001,0.10000000000000142,0.5700000000000003,0,0,0,1.1399999999999988,-0.040000000000000924,-0.7000000000000002,5.566666666666667,0,5.981502335668987,0.2400000000000002,0.0,-0.0,0
1988-06-30,2.0500000000000007,0.8000000000000007,1.6400000000000006,0.39000000000000057,1.25,0.049999999999998934,0.4599999999999991,0,0,0,1.1400000000000006,-0.05999999999999872,-0.7999999999999998,5.466666666666668,0,5.723921438473845,0.7799999999999994,0.0,-0.0,0
1988-07-31,1.9399999999999995,0.7299999999999986,1.5700000000000003,0.35999999999999943,1.2100000000000009,0.11000000000000121,0.4800000000000004,0,0,0,1.1499999999999986,-0.040000000000000924,-0.6999999999999993,5.466666666666668,0,5.028836528902625,1.17,0.0,-0.0,0
1988-08-31,1.71,0.5399999999999991,1.4099999999999993,0.23999999999999844,1.1700000000000008,0.0600000000000005,0.3600000000000012,0,0,0,1.1000000000000014,-0.02999999999999936,-0.40000000000000036,5.466666666666668,0,4.769557452145934,1.2799999999999994,0.0,-0.0,0
1988-09-30,1.379999999999999,0.4399999999999995,1.1199999999999992,0.17999999999999972,0.9399999999999995,0.11000000000000121,0.370000000000001,0,0,0,1.08,-0.05000000000000071,-0.5,5.466666666666668,0,4.022658753870401,0.9699999999999998,0.0,-0.0,0
1988-10-31,1.0300000000000002,0.40000000000000036,0.7499999999999991,0.11999999999999922,0.6299999999999999,0.08999999999999986,0.370000000000001,0,0,0,0.9000000000000004,-0.1999999999999993,-0.5999999999999996,5.466666666666668,0,3.0954359070565207,1.0100000000000007,0.0,-0.0,0
1988-11-30,0.9600000000000009,0.22000000000000064,0.8100000000000005,0.07000000000000028,0.7400000000000002,0.009999999999999787,0.16000000000000014,0,0,0,1.0300000000000011,-0.1899999999999995,-0.5,5.366666666666667,0,2.8490422630992995,1.6599999999999993,0.0,-0.0,0
1988-12-31,0.7700000000000014,0.0,0.7700000000000014,0.0,0.7700000000000014,-0.14000000000000057,-0.14000000000000057,0,0,0,1.08,-0.09999999999999964,-0.40000000000000036,5.333333333333335,0,2.7526083886175945,1.9900000000000002,0.0,-0.0,0
1989-01-31,0.3200000000000003,-0.10999999999999943,0.39000000000000057,-0.03999999999999915,0.4299999999999997,-0.16999999999999993,-0.2400000000000002,0,1,0,1.0300000000000011,-0.15999999999999837,-0.2999999999999998,5.333333333333333,0,3.0819612329834767,2.289999999999999,0.0,-0.0,0
1989-02-28,0.2900000000000009,-0.23000000000000043,0.39000000000000057,-0.13000000000000078,0.5200000000000014,-0.17999999999999972,-0.27999999999999936,0,1,0,0.9699999999999989,-0.25,-0.5,5.300000000000001,0,2.1107961763473293,2.7799999999999994,0.0,-0.0,0
1989-03-31,0.07000000000000028,-0.4299999999999997,0.29999999999999893,-0.20000000000000107,0.5,-0.19000000000000128,-0.41999999999999993,0,1,0,0.8699999999999992,-0.3100000000000005,-0.7000000000000002,5.2,0,2.149305624148079,3.2699999999999996,0.0,-0.0,0
1989-04-30,0.3099999999999987,-0.20000000000000107,0.34999999999999964,-0.16000000000000014,0.5099999999999998,-0.10999999999999943,-0.15000000000000036,0,1,0,0.8200000000000003,-0.41000000000000014,-0.20000000000000018,5.133333333333334,0,1.5070039929305556,2.9699999999999998,0.0,-0.0,0
1989-05-31,-0.3200000000000003,-0.22000000000000064,-0.2699999999999996,-0.16999999999999993,-0.09999999999999964,0.0,-0.05000000000000071,1,1,1,0.8900000000000006,-0.24999999999999822,-0.39999999999999947,5.133333333333334,0,1.1524277559962215,2.7200000000000006,0.8900000000000006,-0.39999999999999947,0
1989-06-30,-0.16000000000000014,0.019999999999999574,-0.23000000000000043,-0.05000000000000071,-0.17999999999999972,-0.049999999999998934,0.02000000000000135,1,0,1,0.9299999999999997,-0.21000000000000085,-0.10000000000000053,5.233333333333334,0,0.8570751207867655,2.0199999999999996,0.9299999999999997,-0.10000000000000053,0
1989-07-31,-0.21999999999999886,0.29000000000000004,-0.47999999999999954,0.02999999999999936,-0.5099999999999989,0.09999999999999964,0.3600000000000003,1,0,1,0.9399999999999995,-0.20999999999999908,-0.20000000000000018,5.233333333333334,0,-0.13306959180003908,1.4900000000000002,0.9399999999999995,-0.20000000000000018,0
1989-08-31,0.09999999999999964,-0.16000000000000014,0.10999999999999943,-0.15000000000000036,0.2599999999999998,-0.049999999999998934,-0.05999999999999872,0,1,0,0.9199999999999999,-0.1800000000000015,-0.39999999999999947,5.233333333333334,0,0.33768671586655863,0.9800000000000004,0.0,-0.0,1
1989-09-30,0.13000000000000078,-0.15000000000000036,0.17999999999999972,-0.10000000000000142,0.28000000000000114,-0.07000000000000028,-0.11999999999999922,0,1,0,0.9000000000000004,-0.17999999999999972,-0.10000000000000053,5.233333333333333,0,0.32784745057401476,0.8300000000000001,0.0,-0.0,1
1989-10-31,-0.11999999999999922,0.07000000000000028,-0.17999999999999883,0.010000000000000675,-0.1899999999999995,0.0,0.05999999999999961,1,0,1,0.8900000000000006,-0.009999999999999787,-0.10000000000000053,5.266666666666667,0,-0.23948476655921702,0.5399999999999991,0.8900000000000006,-0.10000000000000053,1
1989-11-30,0.0,0.08999999999999986,-0.09999999999999964,-0.009999999999999787,-0.08999999999999986,0.0600000000000005,0.16000000000000014,0,0,1,0.9199999999999999,-0.11000000000000121,0.10000000000000053,5.333333333333335,0,-0.15687571003275558,0.20000000000000107,0.0,0.0,1
1989-12-31,0.1299999999999999,0.05999999999999961,0.0600000000000005,-0.009999999999999787,0.07000000000000028,0.05000000000000071,0.1200000000000001,0,0,0,0.9600000000000009,-0.11999999999999922,0.10000000000000053,5.366666666666667,0,-0.04242955161806172,-0.3100000000000005,0.0,0.0,1
1990-01-31,0.4299999999999997,0.15000000000000036,0.34999999999999964,0.07000000000000028,0.27999999999999936,0.030000000000001137,0.11000000000000121,0,0,0,0.9499999999999993,-0.08000000000000185,0.0,5.4,0,-0.8565541269823451,-0.8899999999999988,0.0,0.0,1
1990-02-28,0.47000000000000064,0.08000000000000007,0.40000000000000036,0.009999999999999787,0.39000000000000057,0.02999999999999936,0.09999999999999964,0,0,0,0.9199999999999999,-0.049999999999998934,0.09999999999999964,5.366666666666667,0,0.490373491717766,-1.1199999999999992,0.0,0.0,1
1990-03-31,0.5800000000000001,0.009999999999999787,0.5800000000000001,0.009999999999999787,0.5700000000000003,-0.019999999999999574,-0.019999999999999574,0,0,0,0.8400000000000016,-0.029999999999997584,0.20000000000000018,5.300000000000001,0,0.7103856839879574,-1.5700000000000003,0.0,0.0,1
1990-04-30,0.9699999999999989,0.0799999999999983,0.9699999999999989,0.0799999999999983,0.8900000000000006,-0.03999999999999915,-0.03999999999999915,0,0,0,0.8399999999999999,0.019999999999999574,0.20000000000000018,5.300000000000001,0,0.5194352954832393,-1.58,0.0,0.0,1
1990-05-31,0.5899999999999999,0.09999999999999964,0.5500000000000007,0.0600000000000005,0.4900000000000002,-0.019999999999999574,0.019999999999999574,0,0,0,0.9399999999999995,0.049999999999998934,0.20000000000000018,5.333333333333335,0,1.375003850075629,-1.6300000000000008,0.0,0.0,1
1990-06-30,0.4299999999999997,0.1899999999999995,0.34999999999999964,0.10999999999999943,0.2400000000000002,-0.019999999999999574,0.0600000000000005,0,0,0,0.9600000000000009,0.030000000000001137,-0.09999999999999964,5.333333333333335,0,1.721955007400422,-1.2400000000000002,0.0,-0.0,1
1990-07-31,0.6199999999999992,0.4499999999999993,0.39000000000000057,0.22000000000000064,0.16999999999999993,0.0600000000000005,0.28999999999999915,0,0,0,0.9599999999999991,0.019999999999999574,0.2999999999999998,5.366666666666667,0,2.5436408161127355,-1.0899999999999999,0.0,0.0,1
1990-08-31,1.2299999999999995,0.7899999999999991,0.8700000000000001,0.4299999999999997,0.4400000000000004,0.13000000000000078,0.4900000000000002,0,0,0,1.0,0.08000000000000007,0.5,5.466666666666668,0,1.9221946447012028,-0.8599999999999994,0.0,0.0,1
